2023-06-11 21:25:51,381 INFO    StreamThr :17864 [internal.py:wandb_internal():86] W&B internal server running at pid: 17864, started at: 2023-06-11 21:25:51.380396
2023-06-11 21:25:56,093 DEBUG   SenderThread:17864 [sender.py:send_request():396] send_request: defer
2023-06-11 21:25:56,093 INFO    SenderThread:17864 [sender.py:send_request_defer():598] handle sender defer: 6
2023-06-11 21:25:56,095 DEBUG   HandlerThread:17864 [handler.py:handle_request():144] handle_request: status_report
2023-06-11 21:25:56,314 INFO    SenderThread:17864 [sender.py:transition_state():602] send defer: 7
2023-06-11 21:25:56,314 DEBUG   HandlerThread:17864 [handler.py:handle_request():144] handle_request: defer
2023-06-11 21:25:56,315 INFO    HandlerThread:17864 [handler.py:handle_request_defer():170] handle defer: 7
2023-06-11 21:25:56,315 DEBUG   SenderThread:17864 [sender.py:send_request():396] send_request: defer
2023-06-11 21:25:56,315 INFO    SenderThread:17864 [sender.py:send_request_defer():598] handle sender defer: 7
2023-06-11 21:25:56,948 INFO    Thread-16 :17864 [dir_watcher.py:_on_file_modified():289] file/dir modified: D:\GitHub\nanoGPT\wandb\run-20230611_212551-9uhxg7mk\files\config.yaml
2023-06-11 21:25:56,948 INFO    Thread-16 :17864 [dir_watcher.py:_on_file_modified():289] file/dir modified: D:\GitHub\nanoGPT\wandb\run-20230611_212551-9uhxg7mk\files\wandb-summary.json
2023-06-11 21:25:56,948 INFO    Thread-16 :17864 [dir_watcher.py:_on_file_created():272] file/dir created: D:\GitHub\nanoGPT\wandb\run-20230611_212551-9uhxg7mk\files\output.log
2023-06-11 21:25:57,059 DEBUG   HandlerThread:17864 [handler.py:handle_request():144] handle_request: poll_exit
2023-06-11 21:25:58,042 INFO    SenderThread:17864 [sender.py:transition_state():602] send defer: 8
2023-06-11 21:25:58,042 DEBUG   SenderThread:17864 [sender.py:send_request():396] send_request: poll_exit
2023-06-11 21:25:58,042 DEBUG   HandlerThread:17864 [handler.py:handle_request():144] handle_request: defer
2023-06-11 21:25:58,042 INFO    HandlerThread:17864 [handler.py:handle_request_defer():170] handle defer: 8
2023-06-11 21:25:58,043 DEBUG   SenderThread:17864 [sender.py:send_request():396] send_request: defer
2023-06-11 21:25:58,043 INFO    SenderThread:17864 [sender.py:send_request_defer():598] handle sender defer: 8
2023-06-11 21:25:58,043 INFO    SenderThread:17864 [job_builder.py:build():232] Attempting to build job artifact
2023-06-11 21:25:58,043 INFO    SenderThread:17864 [job_builder.py:build():256] is repo sourced job
2023-06-11 21:25:58,045 INFO    SenderThread:17864 [job_builder.py:build():297] adding wandb-job metadata file
2023-06-11 21:25:58,053 INFO    SenderThread:17864 [sender.py:transition_state():602] send defer: 9
2023-06-11 21:25:58,053 DEBUG   HandlerThread:17864 [handler.py:handle_request():144] handle_request: defer
2023-06-11 21:25:58,053 INFO    HandlerThread:17864 [handler.py:handle_request_defer():170] handle defer: 9
2023-06-11 21:25:58,053 DEBUG   SenderThread:17864 [sender.py:send():369] send: artifact
2023-06-11 21:25:58,072 DEBUG   HandlerThread:17864 [handler.py:handle_request():144] handle_request: poll_exit
2023-06-11 21:25:58,969 INFO    Thread-16 :17864 [dir_watcher.py:_on_file_modified():289] file/dir modified: D:\GitHub\nanoGPT\wandb\run-20230611_212551-9uhxg7mk\files\output.log
2023-06-11 21:25:59,044 INFO    SenderThread:17864 [sender.py:send_artifact():1450] sent artifact job-https___github.com_tingweihg_nanoGPT.git_train.py - {'id': 'QXJ0aWZhY3Q6NDg0MTc2OTk2', 'digest': '714b729c28ac1511ff56e67488f31850', 'state': 'COMMITTED', 'aliases': [{'artifactCollectionName': 'job-https___github.com_tingweihg_nanoGPT.git_train.py', 'alias': 'latest'}, {'artifactCollectionName': 'job-https___github.com_tingweihg_nanoGPT.git_train.py', 'alias': 'v1'}], 'artifactSequence': {'id': 'QXJ0aWZhY3RDb2xsZWN0aW9uOjc2MDA4NDY5', 'latestArtifact': {'id': 'QXJ0aWZhY3Q6NDg0MjQzMzU5', 'versionIndex': 2}}, 'version': 'v1'}
2023-06-11 21:25:59,044 DEBUG   SenderThread:17864 [sender.py:send_request():396] send_request: defer
2023-06-11 21:25:59,044 INFO    SenderThread:17864 [sender.py:send_request_defer():598] handle sender defer: 9
2023-06-11 21:25:59,044 INFO    SenderThread:17864 [dir_watcher.py:finish():359] shutting down directory watcher
2023-06-11 21:25:59,978 INFO    SenderThread:17864 [dir_watcher.py:finish():389] scan: D:\GitHub\nanoGPT\wandb\run-20230611_212551-9uhxg7mk\files
2023-06-11 21:25:59,978 INFO    SenderThread:17864 [dir_watcher.py:finish():403] scan save: D:\GitHub\nanoGPT\wandb\run-20230611_212551-9uhxg7mk\files\config.yaml config.yaml
2023-06-11 21:25:59,978 INFO    SenderThread:17864 [dir_watcher.py:finish():403] scan save: D:\GitHub\nanoGPT\wandb\run-20230611_212551-9uhxg7mk\files\output.log output.log
2023-06-11 21:25:59,980 INFO    SenderThread:17864 [dir_watcher.py:finish():403] scan save: D:\GitHub\nanoGPT\wandb\run-20230611_212551-9uhxg7mk\files\requirements.txt requirements.txt
2023-06-11 21:25:59,981 INFO    SenderThread:17864 [dir_watcher.py:finish():403] scan save: D:\GitHub\nanoGPT\wandb\run-20230611_212551-9uhxg7mk\files\wandb-metadata.json wandb-metadata.json
2023-06-11 21:25:59,981 INFO    SenderThread:17864 [dir_watcher.py:finish():403] scan save: D:\GitHub\nanoGPT\wandb\run-20230611_212551-9uhxg7mk\files\wandb-summary.json wandb-summary.json
2023-06-11 21:25:59,981 INFO    SenderThread:17864 [sender.py:transition_state():602] send defer: 10
2023-06-11 21:25:59,981 DEBUG   SenderThread:17864 [sender.py:send_request():396] send_request: poll_exit
2023-06-11 21:25:59,981 DEBUG   HandlerThread:17864 [handler.py:handle_request():144] handle_request: defer
2023-06-11 21:25:59,981 INFO    HandlerThread:17864 [handler.py:handle_request_defer():170] handle defer: 10
2023-06-11 21:25:59,986 DEBUG   SenderThread:17864 [sender.py:send_request():396] send_request: defer
2023-06-11 21:25:59,986 INFO    SenderThread:17864 [sender.py:send_request_defer():598] handle sender defer: 10
2023-06-11 21:25:59,986 INFO    SenderThread:17864 [file_pusher.py:finish():159] shutting down file pusher
2023-06-11 21:26:00,505 INFO    wandb-upload_0:17864 [upload_job.py:push():133] Uploaded file D:\GitHub\nanoGPT\wandb\run-20230611_212551-9uhxg7mk\files\config.yaml
2023-06-11 21:26:00,543 INFO    wandb-upload_2:17864 [upload_job.py:push():133] Uploaded file D:\GitHub\nanoGPT\wandb\run-20230611_212551-9uhxg7mk\files\requirements.txt
2023-06-11 21:26:00,576 INFO    wandb-upload_3:17864 [upload_job.py:push():133] Uploaded file D:\GitHub\nanoGPT\wandb\run-20230611_212551-9uhxg7mk\files\wandb-summary.json
2023-06-11 21:26:00,582 INFO    wandb-upload_1:17864 [upload_job.py:push():133] Uploaded file D:\GitHub\nanoGPT\wandb\run-20230611_212551-9uhxg7mk\files\output.log
2023-06-11 21:26:00,792 INFO    Thread-15 :17864 [sender.py:transition_state():602] send defer: 11
2023-06-11 21:26:00,792 DEBUG   HandlerThread:17864 [handler.py:handle_request():144] handle_request: defer
2023-06-11 21:26:00,792 INFO    HandlerThread:17864 [handler.py:handle_request_defer():170] handle defer: 11
2023-06-11 21:26:00,792 DEBUG   SenderThread:17864 [sender.py:send_request():396] send_request: defer
2023-06-11 21:26:00,792 INFO    SenderThread:17864 [sender.py:send_request_defer():598] handle sender defer: 11
2023-06-11 21:26:00,792 INFO    SenderThread:17864 [file_pusher.py:join():164] waiting for file pusher
2023-06-11 21:26:00,792 INFO    SenderThread:17864 [sender.py:transition_state():602] send defer: 12
2023-06-11 21:26:00,792 DEBUG   HandlerThread:17864 [handler.py:handle_request():144] handle_request: defer
2023-06-11 21:26:00,793 INFO    HandlerThread:17864 [handler.py:handle_request_defer():170] handle defer: 12
2023-06-11 21:26:00,793 DEBUG   SenderThread:17864 [sender.py:send_request():396] send_request: defer
2023-06-11 21:26:00,793 INFO    SenderThread:17864 [sender.py:send_request_defer():598] handle sender defer: 12
2023-06-11 21:26:01,012 INFO    SenderThread:17864 [sender.py:transition_state():602] send defer: 13
2023-06-11 21:26:01,012 DEBUG   HandlerThread:17864 [handler.py:handle_request():144] handle_request: defer
2023-06-11 21:26:01,012 INFO    HandlerThread:17864 [handler.py:handle_request_defer():170] handle defer: 13
2023-06-11 21:26:01,012 DEBUG   SenderThread:17864 [sender.py:send_request():396] send_request: defer
2023-06-11 21:26:01,012 INFO    SenderThread:17864 [sender.py:send_request_defer():598] handle sender defer: 13
2023-06-11 21:26:01,012 INFO    SenderThread:17864 [sender.py:transition_state():602] send defer: 14
2023-06-11 21:26:01,013 DEBUG   SenderThread:17864 [sender.py:send():369] send: final
2023-06-11 21:26:01,013 DEBUG   HandlerThread:17864 [handler.py:handle_request():144] handle_request: defer
2023-06-11 21:26:01,013 INFO    HandlerThread:17864 [handler.py:handle_request_defer():170] handle defer: 14
2023-06-11 21:26:01,013 DEBUG   SenderThread:17864 [sender.py:send():369] send: footer
2023-06-11 21:26:01,014 DEBUG   SenderThread:17864 [sender.py:send_request():396] send_request: defer
2023-06-11 21:26:01,014 INFO    SenderThread:17864 [sender.py:send_request_defer():598] handle sender defer: 14
2023-06-11 21:26:01,014 DEBUG   HandlerThread:17864 [handler.py:handle_request():144] handle_request: poll_exit
2023-06-11 21:26:01,014 DEBUG   HandlerThread:17864 [handler.py:handle_request():144] handle_request: server_info
2023-06-11 21:26:01,014 DEBUG   HandlerThread:17864 [handler.py:handle_request():144] handle_request: get_summary
2023-06-11 21:26:01,014 DEBUG   HandlerThread:17864 [handler.py:handle_request():144] handle_request: sampled_history
2023-06-11 21:26:01,015 DEBUG   SenderThread:17864 [sender.py:send_request():396] send_request: poll_exit
2023-06-11 21:26:01,015 DEBUG   SenderThread:17864 [sender.py:send_request():396] send_request: server_info
2023-06-11 21:26:01,194 INFO    MainThread:17864 [wandb_run.py:_footer_history_summary_info():3467] rendering history
2023-06-11 21:26:01,194 INFO    MainThread:17864 [wandb_run.py:_footer_history_summary_info():3499] rendering summary
2023-06-11 21:26:01,194 INFO    MainThread:17864 [wandb_run.py:_footer_sync_info():3426] logging synced files
2023-06-11 21:26:01,195 DEBUG   HandlerThread:17864 [handler.py:handle_request():144] handle_request: shutdown
2023-06-11 21:26:01,195 INFO    HandlerThread:17864 [handler.py:finish():854] shutting down handler
2023-06-11 21:26:02,025 INFO    WriterThread:17864 [datastore.py:close():298] close: D:\GitHub\nanoGPT\wandb\run-20230611_212551-9uhxg7mk\run-9uhxg7mk.wandb
2023-06-11 21:26:02,198 INFO    SenderThread:17864 [sender.py:finish():1526] shutting down sender
2023-06-11 21:26:02,198 INFO    SenderThread:17864 [file_pusher.py:finish():159] shutting down file pusher
2023-06-11 21:26:02,198 INFO    SenderThread:17864 [file_pusher.py:join():164] waiting for file pusher
